HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN,_FETCH_IDX
2008-6,20080205,(주)아모레퍼시픽,건강기능식품전문제조업,경기도 안성시 공단1로 36 53,APIC 대두배아열수추출물등 복합물,체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급),APIC 대두배아열수추출물로서 700mg/일,"1) 알르레기성 비염, 천식, 우유 알레르기 반응을 나타내는 사람은 섭취에 주의
2) 임산부, 수유기 여성 및 어린이는 섭취에 주의",1
2016-3,20160226,주식회사 조향,건강기능식품수입업,서울특별시 서초구 명달로 116(4층 서초동),EPA 및 DHA 함유유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음.,EPA와 DHA의 합으로서 0.6~1 g/일,-,1
2008-7,20080205,대상주식회사,건강기능식품전문제조업,,L-글루타민,“과도한 운동 후의 L-글루타민 보충은 신체 저항능력 향상에 도움이 될 수 있습니다” (기타기능II),3~5g/일 (과도한 운동 직후 섭취),"1) Methotrexate, anticonvulsants, lactulose의 효과를 경감시킬 우려가 있음
2)  MSG에 민감한 사람은 섭취를 주의해야 함
3) 신장 및 간질환이 있는 환자는 섭취를 주의 해야 함
4) 임산부, 수유부는 의사의 처방 없이는 섭취를 삼가야 함",1
2015-26,20151104,주영엔에스,건강기능식품수입업,,EPA 및 DHA 함유 유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음(생리활성기능 2등급),EPA와 DHA의 합으로서 0.6~1 g/일,-,1
2012-22,20120910,한국암웨이(주),,서울특별시 강남구 영동대로 517,마리골드 추출물(루테인 에스테르),노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음(생리활성기능 2등급),루테인 에스테르로서 18.5~20 mg/일 (루테인으로서 10~10.8mg),1) 과다 섭취시 일시적으로 피부ㅏ 황색으로 변할 수 있음,1
2013-9,20130527,(주)삼진에프앤에이치,,서울특별시 마포구 도화동 큰우물로 75,포도씨 효소분해 추출 분말,혈압이 높은 사람에게 도움을 줄 수 있음(생리활성기능 2등급),150~300 mg,-,1
2009-49,20090605,(주)한국파마링크,수입식품등 수입ㆍ판매업,경기도 성남시 분당구 서현로 170 풍림아이원 B-1830,리프리놀-초록입홍합추출오일,“관절건강에 도움이 될 수 있음(기타기능II)”,리프리놀-초록입홍합추출오일로서 200mg,혈전용해제를 복용하시는 분은 의사와 상담하여 주시기 바랍니다.,1
2014-17,20140501,(주)코드바이오,수입식품등 수입ㆍ판매업,충청남도 천안시 서북구 부송1길 62,로즈힙분말,"관절 및 연골 건강에 도움을 줄 수 있음
(생리활성기능 2등급)",로즈힙분말로서 5g/일,"(1) 알레르기 반응을 보이는 사람의 경우 섭취전 성분 확인 필요함
(2) 임산부, 수유부, 어린이의 섭취는 전문의와 상담 후 섭취를 권장함",1
2010-64,20101231,(주)더써머스,건강기능식품수입업,경기도 수원시 권선구 곡반정로19번길 68-4(1층 곡반정동),은행잎추출물,"인의 기억력 개선에 도움을 줄 수 있음 (기타기능II)
혈행 개선에 도움을 줄 수 있음 (기타기능II)",은행잎 추출물로서 120 mg/일,"① 어린이, 임산부와 수유부는 섭취에 주의하시기 
   바랍니다.
② 수술 전후에는 섭취에 주의하시기 바랍니다. 
③ 항응고제 복용시 섭취에 주의하시기 바랍니다. 
④ 질환자의 경우 섭취 전에 의사와 상담하여 주시기     바랍니다.",1
2012-37,20121227,주식회사 뉴트리플랜,건강기능식품수입업,경기도 고양시 일산동구 무궁화로 20-38 로데오탑플라자 522호,토마토추출물,"항산화에 도움을 줄 수 있음
 (생리활성기능 2등급)",(all-trans)-lycopene 으로서 5.7~15 mg/일,"1) 임산부, 수유여성 및 어린이는 섭취에 주의",1
2010-16,20100405,(주)대덕약업,건강기능식품수입업,경기도 수원시 팔달구,밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오",1
2007-10,20070730,(주)신화바이오,,서울특별시 용산구,글루코사민,"-관절 및 연골의 구성성분
-관절 및 연골을 튼튼히 하는데 도움
-관절 및 연골건강에 도움",(글루코사민 염산염으로서),,1
2007-11,20070731,삼성물산(주),건강기능식품수입업,"서울특별시 서초구 서초대로74길 14(서초동,삼성물산 빌딩 29층)",미쯔비시 코엔자임Q10,"""코엔자임 Q10은 항산화에 도움을 줄 수 있습니다.” (기타기능II)",.,"영유아, 임산부는 섭취를 삼가야 합니다.",1
2007-20,20071206,(주)케어메딕스,건강기능식품수입업,대전광역시 대덕구 대화로 160(대전산업유통상가 2동 218호 대화동),Dimethylsulfone(MSM),"""Dimethylsulfone(MSM)은 관절건강에 도움이 될 수 있습니다.” (기타기능II)",.,본 제품은 관절건강에 도움을 줄 수 있으나 치료의 목적으로 사용될 수 없습니다.,1
2007-21,20071207,롯데쇼핑주식회사,건강기능식품수입업,경기도 안산시 단원구 성곡동 628 2층,유단백가수분해물(락티움),“유단백가수분해물은 스트레스로 인한 긴장을 완화하는데 도움을 줄 수 있습니다”(기타Ⅱ),유단백가수분해물(락티움)로서,"- 임산부, 수유여성 및 12세 이하 어린이는 섭취에 주의하여야 합니다.
 - 우유 및 유제품에 대하여 알레르기를 나타내는 사람은 섭취에 주의하여야 합니다.",1
2010-67,20101231,(주)동일팜텍,건강기능식품수입업,"서울특별시 강남구 남부순환로 2734(도곡동,중앙빌딩 3층)",은행잎추출물,"성인의 기억력 개선에 도움을 줄 수 있음 (기타기능II)
혈행 개선에 도움을 줄 수 있음 (기타기능II)",은행잎 추출물로서 120 mg/일,"① 어린이, 임산부와 수유부는 섭취에 주의하시기 
   바랍니다.
② 수술 전후에는 섭취에 주의하시기 바랍니다. 
③ 항응고제 복용시 섭취에 주의하시기 바랍니다. 
④ 질환자의 경우 섭취 전에 의사와 상담하여 주시기     바랍니다.",1
2008-27,20080523,씨제이제일제당(주),건강기능식품수입업,서울특별시 중구 동호로 330(쌍림동),대두이소플라본,"“뼈 건강에 도움을 줄 수 있습니다."" (기타기능 II)",이소플라본 비배당체로서 25~27mg/day,"1) 섭취 대상자는 폐경기 여성임.
2) 임산부와 수유 여성은 섭취를 삼가야 함.
3) 영유아, 어린이는 섭취를 삼가야 함.
4) 대두 이소플라본에 민감한 사람은 섭취를 삼가야 함.
5) 갑상선, 유방암, 자궁내막암, 방광암 환자 등은 섭취를 삼가야 함.",1
2008-39,20080808,(주)디에스엠뉴트리션코리아,건강기능식품수입업,"서울특별시 서초구 방배천로 91(3층 방배동, 구산타워)",수용화 코큐텐 분말 ALL-Q,"코엔자임Q10은 항산화에 도움을 줄 수 있습니다.
(기타II 등급)",코엔자임Q10으로써 90~100mg,-,1
2007-16,20071011,이엔지바이오(주),건강기능식품수입업,경상북도 고령군 쌍림면 고곡리 220-31,내츄럴아스타잔틴컴플렉스,“헤마토코쿠스 CO2 초임계추출물의 섭취는 눈의 피로도 개선에 도움을 줄 수 있습니다.”(기타Ⅱ등급),(Astaxanthin 으로서 4~12 mg/day),"- 제안된 섭취량 이상 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.                                                             
 - 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.                                                                                                                                                                                                                                                                              
 - β-carotene의 흡수를 저해할 수 있습니다.",1
2008-82,20081230,아사히고도(주)서울영업소,건강기능식품수입업,서울특별시 송파구 중대로 150(601호 가락동),쏘팔메토 열매 추출물(Palmetto RossoTM),“쏘팔메토 열매추출물은 전립선 건강의 유지에 도움을 줄 수 있습니다” (기타기능II),쏘팔메토 열매추출물로서 320mg,"1) 임산부 및 수유여성은 섭취에 주의
2) 메스꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음",1
2010-43,20100909,(주)미스바알텍,건강기능식품수입업,충청남도 아산시 호서로79번길 20(호서대학교 벤처산업협력관 501호),탈지달맞이꽃종자주정추출물,당의 흡수를 억제하여 식후 혈당상승억제에 도움을 줄 수 있음 (기타기능II),탈지달맞이꽃종자주정추출물로서 200～300 mg/일,-,1
2009-4,20090128,한국마쯔다니(주),건강기능식품수입업,"경기도 성남시 분당구 야탑로81번길 10(야탑동, 아미고타워 502호)",난소화성말토덱스트린,혈중 중성지질 개선에 도움을 줄 수 있음(기타기능 II),난소화성말토덱스트린으로서 15~30g,건강기능식품공전 II.2.4.4.4 난소화성말토덱스트린과 동일,1
2009-6,20090129,코그니스코리아(주),건강기능식품수입업,"서울특별시 서초구 강남대로 299(서초동,, 1339번호 9호 강남메트로빌딩 5층)",Tonalin CLA TG,"“과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다."" (기타기능 II)",공액리놀레산으로서 1.7~4.0 g/day,"1) 위장장애가 발생할 수 있습니다.
2) 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3) 식사조절, 운동을 병행하는 것이 바람직합니다.",1
2009-67,20090821,(사)대한잠사회,수입식품등 수입ㆍ판매업,서울특별시 영등포구 의사당대로 26 301호,동결건조누에분말,“혈당조절에 도움을 줄 수 있음(기타Ⅱ)”,동결건조누에분말로서 2.7g/일,1) 당뇨병의 치료 및 예방에 사용될 수 없으므로 당뇨병 치료가 필요한 경우에는 의사와 상담 하에 사용하여야 합니다.,1
2015-3,20150105,(주)백중인터내셔널,,서울특별시 서초구 남부순환로337가길 63-5 201,오메가-3 지방산 함유 유지,별도첨부,별도첨부,고시형 원료의 기능성 추가,1
2010-19,20100405,(주)뉴트리,건강기능식품수입업,"경기도 성남시 중원구 사기막골로 124(상대원동,에스케이엔테크노파크 테크센터동 1109호)",라피노스,1) 장내 유익균의 증식과 유해균의 억제에 도움을 줄 수 있습니다.(기타기능 II) 2) 배변활동을 원활히 하는데 도움을 줄 수 있습니다.(기타기능 II),라피노스로서 3~5g,1) 섭취량 이상 섭취 시 설사를 일으킬 수 있습니다.,1
2008-34,20080623,(주)케이씨에프코리아,건강기능식품수입업,서울특별시 광진구 뚝섬로 700(202-2호 자양동),표고버섯균사체 AHCC,“신체방어능력향상에 도움이 될 수 있으나 인체시험을 통한 확인이 필요함”,표고버섯균사체 AHCC로서 1.8~3.6 g/day,-,1
2008-51,20081002,(주)환이,건강기능식품수입업,경기도 과천시 찬우물로 24-4(갈현동),토마토추출물,“항산화에 도움을 줄 수 있음” (기타기능 II),(all-trans)-lycopene 으로서 5.7~1.5mg/일,"1) 알레르기 체질이신 분은 개인에 따라 과민반응을 나타낼 수 있습니다.
2) 라이코펜이 함유된 식품을 과량 섭취 시 피부색이 오렌지색으로 변할 수 있습니다.",1
2014-38,20140813,주영엔에스(주),수입식품등 수입ㆍ판매업,서울특별시 관악구 봉천동,감마리놀렌산 함유 유지,월경 전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음(생리활성기능 2등급),감마리놀렌산으로서 210 ～ 300 mg/일,「건강기능식품 기능성 원료 및 기준․규격  인정에 관한 규정」 제10조제2항에 따라 「건강기능식품의 기준 및 규격」에 고시 예정임,1
2008-1,20080111,뉴트리펀코리아컨설팅,건강기능식품수입업,경기도 고양시 일산동구 장항동 757 외2 경기벤처빌딩 고양센터 519A,루테인추출복합물OS20,“루테인은 노화로 인해 감소될 수 있는 황반색소밀도를 유지시켜 주어 눈건강에 도움을 줍니다.(기타Ⅰ등급)”,Lutein 으로써 10~20mg,"1) 임산부는 섭취 전 의사와 상담이 필요합니다.
2) 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.",1
2008-2,20080111,뉴트리펀코리아컨설팅,건강기능식품수입업,경기도 고양시 일산동구 장항동 757 외2 경기벤처빌딩 고양센터 519A,루테인추출복합분말CWD10,“루테인은 노화로 인해 감소될 수 있는 황반색소밀도를 유지시켜 주어 눈건강에 도움을 줍니다.(기타Ⅰ등급)”,Lutein 으로써 10~20mg,"1) 임산부는 섭취 전 의사와 상담이 필요합니다.
2) 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.",1
2009-15,20090227,동서식품주식회사,건강기능식품수입업,"인천광역시 부평구 새벌로 55(청천동,동서식품주식회사 1동 제2호)",커피만노올리고당분말,"“장내 유익균 증식, 유해균 억제, 배변활동에 도움을 줄 수 있음"" (기타기능 II)",만노올리고당으로서 1.0 g/day,"1) 어린이, 임산부, 수유기 여성은 섭취에 주의하십시오.
2) 과량 섭취 시 복부팽만감을 느낄 수 있습니다.",1
2008-63,20081017,(주)주피터인터내셔널,건강기능식품수입업,서울특별시 서초구 바우뫼로43길 22(양재동),Kaneka Q10,코엔자임Q10은 항산화에 도움을 줄 수 있습니다.,코엔자임Q10으로써 90~100 mg/일,-,1
2008-45,20080908,동우약품(주),건강기능식품수입업,"서울특별시 강남구 광평로 280(수서동,로즈데일오피스텔 1429호)",동우코엔자임Q10,"""코엔자임 Q10은 혈압이 높은 사람에게도움을 줄 수 있습니다."" (기타기능II)",90~100mg,-,1
2008-53,20081004,(주)태성뉴트라테크,건강기능식품수입업,"서울특별시 강남구 역삼로 113(역삼동,오성빌딩 504호)",CLARIONL 공액리놀렌산(트리글리세라이드 형태),“과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다.” (기타기능 II)“,총 공액리놀레산으로서 2.4g/day,"1) 위장장애가 발생할 수 있습니다.
2) 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3) 식사조절, 운동을 병행하는 것이 바람직합니다.",1
